datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2019/03/25 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Mata Atlantica,4,0.5,0.8,-22.6374,-42.8592,25.3
2019/03/25 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Mata Atlantica,4,0.5,0.8,-22.6381,-42.8633,25.3
2019/03/25 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,CABO FRIO,Mata Atlantica,3,0,1,-22.7417,-42.0210,1.9
2019/04/05 04:00:00,NPP-375,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlantica,-999,0.2,-999,-23.0012,-43.5024,0.3
2019/04/04 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,9,0,1,-21.7322,-41.6076,1.3
2019/04/04 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,SAO JOSE DO VALE DO RIO PRETO,Mata Atlantica,7,0,0.6,-22.0964,-42.9380,4
2019/03/26 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,Mata Atlantica,4,0,1,-21.4725,-41.2013,8.5
2019/03/26 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,Mata Atlantica,4,0,1,-21.4745,-41.2014,10.1
2019/03/26 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,Mata Atlantica,4,0.1,1,-21.5896,-42.2159,10.7
2019/03/26 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,TRAJANO DE MORAES,Mata Atlantica,2,0,0.1,-22.1820,-42.2538,1.3
2019/03/26 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,TERESOPOLIS,Mata Atlantica,4,0,0.1,-22.2434,-42.8834,2.4
2019/03/26 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,SAQUAREMA,Mata Atlantica,4,0,1,-22.8332,-42.4028,2.6
2019/03/26 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,ARARUAMA,Mata Atlantica,5,0,0.9,-22.6493,-42.2384,5
2019/03/27 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,5,0,1,-21.2752,-41.3650,1.7
2019/03/27 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,ARARUAMA,Mata Atlantica,5,0,1,-22.6565,-42.2461,4.4
2019/04/05 04:00:00,NPP-375,Brasil,RIO DE JANEIRO,DUQUE DE CAXIAS,Mata Atlantica,-999,0.1,0.3,-22.7526,-43.2694,1.4
2019/04/05 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,QUATIS,Mata Atlantica,14,18.6,0.4,-22.3663,-44.2542,2.5
2019/04/02 15:48:00,NPP-375,Brasil,RIO DE JANEIRO,ITAPERUNA,Mata Atlantica,11,0,1,-21.2634,-41.8078,2.9
2019/04/02 15:48:00,NPP-375,Brasil,RIO DE JANEIRO,ITAPERUNA,Mata Atlantica,11,0,1,-21.2638,-41.8111,2.9
2019/04/02 15:48:00,NPP-375,Brasil,RIO DE JANEIRO,ITAPERUNA,Mata Atlantica,11,0,1,-21.2690,-41.8105,2.9
2019/04/05 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Mata Atlantica,10,0,0.2,-22.4962,-42.5869,3.4
2019/04/05 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,DUQUE DE CAXIAS,Mata Atlantica,-999,0.1,-999,-22.6226,-43.2227,3
2019/04/05 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,GUAPIMIRIM,Mata Atlantica,15,0,1,-22.6493,-42.9821,10.2
2019/04/05 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,RIO CLARO,Mata Atlantica,7,6.1,0,-22.7601,-43.9970,2.1
2019/04/05 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,ITAPERUNA,Mata Atlantica,14,0,1,-21.3016,-41.7849,1.8
2019/04/05 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,MIRACEMA,Mata Atlantica,12,0,1,-21.4124,-42.1212,2.7
2019/04/05 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,TRAJANO DE MORAES,Mata Atlantica,15,0,1,-22.0504,-42.2236,7.7
2019/04/01 16:06:00,NPP-375,Brasil,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,Mata Atlantica,9,0.5,1,-21.5894,-42.2084,4.2
2019/04/07 15:54:00,NPP-375,Brasil,RIO DE JANEIRO,ARMACAO DOS BUZIOS,Mata Atlantica,-999,0,1,-22.7664,-41.9897,6.3
2019/04/07 03:24:00,NPP-375,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlantica,0,0,-999,-22.8611,-43.5327,1
2019/04/07 03:24:00,NPP-375,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlantica,0,0,0.6,-22.8618,-43.5294,0.8
2019/04/07 03:24:00,NPP-375,Brasil,RIO DE JANEIRO,NITEROI,Mata Atlantica,-999,0,1,-22.9348,-43.0056,1.4
2019/04/07 15:54:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,13,0,1,-21.6967,-41.3019,9.9
2019/04/07 15:54:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,13,0,1,-21.6973,-41.3068,9.9
2019/04/07 15:54:00,NPP-375,Brasil,RIO DE JANEIRO,ARMACAO DOS BUZIOS,Mata Atlantica,-999,0,1,-22.7645,-41.9876,6.1
2019/04/11 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,SAO FIDELIS,Mata Atlantica,0,0,1,-21.5418,-41.7858,3.2
2019/04/11 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,15,0,1,-21.7697,-41.5839,10.3
2019/04/11 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,SAO SEBASTIAO DO ALTO,Mata Atlantica,2,0,1,-21.8470,-42.0240,3.7
2019/04/11 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,SUMIDOURO,Mata Atlantica,2,0,0.9,-22.1035,-42.7444,1.8
2019/04/02 15:48:00,NPP-375,Brasil,RIO DE JANEIRO,VALENCA,Mata Atlantica,11,0,1,-22.2090,-43.9762,7.5
2019/04/02 15:48:00,NPP-375,Brasil,RIO DE JANEIRO,PIRAI,Mata Atlantica,5,0,0.4,-22.6266,-43.8830,3.2
2019/04/02 15:48:00,NPP-375,Brasil,RIO DE JANEIRO,SAO PEDRO DA ALDEIA,Mata Atlantica,7,0,1,-22.7707,-42.0963,8.2
2019/04/03 17:06:00,NPP-375,Brasil,RIO DE JANEIRO,SEROPEDICA,Mata Atlantica,6,0,0.9,-22.8028,-43.6890,1.2
2019/04/06 16:12:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,15,0.1,1,-21.8897,-41.4733,6.1
2019/04/06 16:12:00,NPP-375,Brasil,RIO DE JANEIRO,TANGUA,Mata Atlantica,9,0,1,-22.8059,-42.7339,4.7
2019/04/08 17:12:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,17,0,1,-21.8913,-41.4665,8.4
2019/04/21 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,TERESOPOLIS,Mata Atlantica,4,0,0.1,-22.2573,-42.7428,5.5
2019/04/21 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,TERESOPOLIS,Mata Atlantica,4,0,0.1,-22.2606,-42.7422,4.1
2019/04/08 15:36:00,NPP-375,Brasil,RIO DE JANEIRO,SANTA MARIA MADALENA,Mata Atlantica,1,0.3,0.9,-21.8961,-41.7617,1.1
2019/04/08 15:36:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,17,0,1,-21.9374,-41.2876,12.1
2019/04/08 15:36:00,NPP-375,Brasil,RIO DE JANEIRO,TRAJANO DE MORAES,Mata Atlantica,2,7.4,0,-22.1103,-41.9933,8.7
2019/04/08 03:06:00,NPP-375,Brasil,RIO DE JANEIRO,SAO JOAO DE MERITI,Mata Atlantica,-999,12.1,-999,-22.8017,-43.3963,2.1
2019/04/08 03:06:00,NPP-375,Brasil,RIO DE JANEIRO,SAO JOAO DE MERITI,Mata Atlantica,-999,12,-999,-22.8033,-43.3900,1.4
2019/04/20 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,ARARUAMA,Mata Atlantica,3,0,1,-22.7984,-42.4276,1.2
2019/05/05 17:06:00,NPP-375,Brasil,RIO DE JANEIRO,PETROPOLIS,Mata Atlantica,5,0.3,0.8,-22.2222,-43.0665,4.8
2019/05/05 17:06:00,NPP-375,Brasil,RIO DE JANEIRO,SAO PEDRO DA ALDEIA,Mata Atlantica,12,0.1,0.7,-22.7231,-42.1293,3.1
2019/05/05 17:06:00,NPP-375,Brasil,RIO DE JANEIRO,SAO PEDRO DA ALDEIA,Mata Atlantica,12,0.1,0.8,-22.7268,-42.1199,4.4
2019/04/20 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,DUQUE DE CAXIAS,Mata Atlantica,-999,0,0.9,-22.6644,-43.2295,7.2
2019/04/21 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,TERESOPOLIS,Mata Atlantica,4,0,0.1,-22.2612,-42.7460,4.1
2019/04/21 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,CASIMIRO DE ABREU,Mata Atlantica,3,0,0.9,-22.4846,-42.1975,3.2
2019/04/24 17:12:00,NPP-375,Brasil,RIO DE JANEIRO,RIO DAS FLORES,Mata Atlantica,0,0,1,-22.2224,-43.4478,4.7
2019/04/22 03:42:00,NPP-375,Brasil,RIO DE JANEIRO,SAO GONCALO,Mata Atlantica,7,0,1,-22.8567,-42.9801,0.4
2019/04/26 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,DUAS BARRAS,Mata Atlantica,8,0,1,-21.9337,-42.5288,2.2
2019/04/26 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,BOM JARDIM,Mata Atlantica,3,0,0.2,-22.2014,-42.3355,2.6
2019/04/27 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,4,0,1,-21.7527,-41.1932,2.5
2019/04/27 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,QUISSAMA,Mata Atlantica,-999,0,1,-22.1246,-41.3783,8.5
2019/04/27 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,SAQUAREMA,Mata Atlantica,8,0,1,-22.8780,-42.4466,3.2
2019/04/27 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlantica,6,0,1,-22.8837,-43.7116,2
2019/04/25 16:54:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,2,0,1,-21.7464,-41.4808,5.6
2019/04/26 04:06:00,NPP-375,Brasil,RIO DE JANEIRO,SAO GONCALO,Mata Atlantica,11,0,1,-22.8557,-42.9819,0.6
2019/04/27 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,Mata Atlantica,9,0,1,-21.4803,-41.1359,3.2
2019/04/27 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,4,0,1,-21.7522,-41.1894,2.5
2019/05/01 04:12:00,NPP-375,Brasil,RIO DE JANEIRO,SAO GONCALO,Mata Atlantica,0,1.1,1,-22.8577,-42.9820,0.7
2019/05/04 15:48:00,NPP-375,Brasil,RIO DE JANEIRO,ITAGUAI,Mata Atlantica,3,0.1,0.8,-22.8949,-43.8042,3.9
2019/05/04 15:48:00,NPP-375,Brasil,RIO DE JANEIRO,ITAGUAI,Mata Atlantica,3,0.2,0.6,-22.8971,-43.8053,3.2
2019/05/03 16:06:00,NPP-375,Brasil,RIO DE JANEIRO,CARDOSO MOREIRA,Mata Atlantica,10,0,1,-21.5366,-41.5462,18.8
2019/05/12 04:06:00,NPP-375,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,7,0.6,1,-22.2646,-43.3644,1.4
2019/05/12 04:06:00,NPP-375,Brasil,RIO DE JANEIRO,VASSOURAS,Mata Atlantica,7,0.6,1,-22.2652,-43.3604,1.4
2019/05/07 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,ITAPERUNA,Mata Atlantica,4,0.5,1,-21.2547,-41.8107,11
2019/05/13 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,QUISSAMA,Mata Atlantica,-999,0,1,-22.0269,-41.4405,3.4
2019/05/13 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,QUISSAMA,Mata Atlantica,-999,0,-999,-22.0297,-41.4362,7.1
2019/05/13 16:18:00,NPP-375,Brasil,RIO DE JANEIRO,QUISSAMA,Mata Atlantica,-999,0,1,-22.0302,-41.4400,2.6
2019/05/01 16:42:00,NPP-375,Brasil,RIO DE JANEIRO,TRES RIOS,Mata Atlantica,14,0.2,1,-22.1402,-43.1711,5
2019/05/11 16:54:00,NPP-375,Brasil,RIO DE JANEIRO,CARDOSO MOREIRA,Mata Atlantica,4,0,1,-21.6341,-41.5195,2.8
2019/05/11 16:54:00,NPP-375,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlantica,3,0,0.3,-22.8377,-43.5457,3.3
2019/05/13 03:48:00,NPP-375,Brasil,RIO DE JANEIRO,TRES RIOS,Mata Atlantica,24,0,1,-22.0909,-43.1805,0.9
2019/05/14 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,21,0,1,-21.9637,-41.1452,4.2
2019/05/14 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,21,0,1,-21.9642,-41.1490,4.2
2019/05/14 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,21,0,1,-21.9646,-41.1528,2
2019/05/14 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,BOM JARDIM,Mata Atlantica,9,0.1,1,-22.1173,-42.3698,3.7
2019/05/22 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,MIGUEL PEREIRA,Mata Atlantica,4,0,0.8,-22.5514,-43.5665,6.5
2019/04/23 03:24:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,5,6.5,0,-21.9072,-41.3665,1.6
2019/04/23 03:24:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,5,6.5,0,-21.9072,-41.3688,1.1
2019/04/23 03:24:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,5,6.4,0,-21.9082,-41.3639,1.1
2019/04/23 03:24:00,NPP-375,Brasil,RIO DE JANEIRO,SUMIDOURO,Mata Atlantica,5,6.2,0.7,-22.1933,-42.6527,1.1
2019/04/23 03:24:00,NPP-375,Brasil,RIO DE JANEIRO,SUMIDOURO,Mata Atlantica,5,6.2,0.9,-22.1942,-42.6553,1.3
2019/05/06 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,SAO PEDRO DA ALDEIA,Mata Atlantica,13,0,0.8,-22.7190,-42.1265,6.2
2019/05/06 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,SAO PEDRO DA ALDEIA,Mata Atlantica,13,0,0.9,-22.7198,-42.1306,6.2
2019/05/06 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,NOVA IGUACU,Mata Atlantica,-999,0,-999,-22.7699,-43.4566,3.4
2019/05/06 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlantica,-999,0,-999,-22.7893,-43.2303,3.1
2019/05/06 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,TANGUA,Mata Atlantica,9,0,1,-22.7926,-42.7238,1.8
2019/05/06 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlantica,-999,0,1,-22.7926,-43.2325,6
2019/05/06 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlantica,-999,0,-999,-22.7932,-43.2294,3.1
2019/05/06 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,RIO CLARO,Mata Atlantica,5,2.7,0.9,-22.8655,-44.0674,4.6
2019/04/28 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,CAMBUCI,Mata Atlantica,5,0,1,-21.5865,-41.9368,3.3
2019/04/28 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,QUISSAMA,Mata Atlantica,-999,0,1,-22.1073,-41.3852,3.3
2019/04/28 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,QUISSAMA,Mata Atlantica,-999,0,1,-22.1077,-41.3892,3.3
2019/04/28 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,QUISSAMA,Mata Atlantica,-999,0,1,-22.1141,-41.3722,4.2
2019/04/28 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,QUISSAMA,Mata Atlantica,-999,0,1,-22.1146,-41.3762,2.5
2019/04/28 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,ARARUAMA,Mata Atlantica,9,0,1,-22.7059,-42.3321,4.4
2019/04/28 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,SAO PEDRO DA ALDEIA,Mata Atlantica,5,0,-999,-22.8395,-42.0538,4.6
2019/04/28 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,SAO PEDRO DA ALDEIA,Mata Atlantica,5,0,-999,-22.8399,-42.0571,5.9
2019/04/28 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,SAO PEDRO DA ALDEIA,Mata Atlantica,5,0,-999,-22.8400,-42.0583,3.7
2019/04/28 03:30:00,NPP-375,Brasil,RIO DE JANEIRO,QUISSAMA,Mata Atlantica,-999,0,1,-22.1160,-41.3789,0.7
2019/05/12 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,Mata Atlantica,-999,0,1,-21.3720,-40.9722,2
2019/05/12 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,Mata Atlantica,10,0,1,-21.5404,-42.1287,4.5
2019/05/12 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,Mata Atlantica,10,0,1,-21.6082,-42.2126,3.6
2019/05/12 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,Mata Atlantica,10,0,1,-21.6100,-42.2107,1.6
2019/05/12 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,ITAOCARA,Mata Atlantica,10,0,1,-21.6403,-41.9912,4.1
2019/05/12 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,TRES RIOS,Mata Atlantica,21,0.2,1,-22.1032,-43.1982,3
2019/05/12 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,TRES RIOS,Mata Atlantica,21,0.2,1,-22.1051,-43.1979,2.5
2019/05/12 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,VOLTA REDONDA,Mata Atlantica,3,1.2,0.9,-22.5402,-44.0493,1.3
2019/05/12 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,CASIMIRO DE ABREU,Mata Atlantica,18,0,0.7,-22.5612,-42.0642,3.9
2019/05/12 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,NOVA IGUACU,Mata Atlantica,3,0.1,-999,-22.8342,-43.6137,3.2
2019/05/12 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlantica,-999,0,0.3,-22.9009,-43.3357,10.2
2019/05/12 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,Mata Atlantica,-999,0.1,0.3,-22.9043,-43.3352,2
2019/05/07 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,SAPUCAIA,Mata Atlantica,11,2.4,0.5,-22.0046,-42.8856,3
2019/05/07 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,SAPUCAIA,Mata Atlantica,11,2.4,0.7,-22.0052,-42.8894,3
2019/05/07 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,SAPUCAIA,Mata Atlantica,10,2.4,0.4,-22.0080,-42.8851,3
2019/05/07 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,SAPUCAIA,Mata Atlantica,10,2.4,0.6,-22.0086,-42.8888,3
2019/05/07 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,TERESOPOLIS,Mata Atlantica,3,5.6,0.6,-22.1869,-42.7675,4
2019/05/07 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,TERESOPOLIS,Mata Atlantica,3,5.7,0.4,-22.1902,-42.7669,6.5
2019/05/07 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,ARARUAMA,Mata Atlantica,13,6,1,-22.6625,-42.2392,3.5
2019/05/22 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,ITAPERUNA,Mata Atlantica,4,0,1,-21.0948,-42.0563,3.9
2019/05/20 15:48:00,NPP-375,Brasil,RIO DE JANEIRO,MIRACEMA,Mata Atlantica,2,0,0.9,-21.3220,-42.1634,0.3
2019/05/28 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,PIRAI,Mata Atlantica,3,0,0.1,-22.6750,-43.9380,0.9
2019/05/25 15:54:00,NPP-375,Brasil,RIO DE JANEIRO,MESQUITA,Mata Atlantica,-999,2.4,0.4,-22.8153,-43.4473,3.8
2019/05/22 16:48:00,NPP-375,Brasil,RIO DE JANEIRO,SEROPEDICA,Mata Atlantica,4,0,1,-22.7963,-43.7155,2.5
2019/05/23 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,SAO JOSE DE UBA,Mata Atlantica,5,0,0.9,-21.4617,-41.9820,7.8
2019/05/23 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,Mata Atlantica,5,0,1,-21.4806,-42.2477,7.3
2019/05/23 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,4,0,1,-21.6465,-41.2447,2.6
2019/05/25 15:54:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,6,0,1,-21.5281,-41.3362,14
2019/05/25 15:54:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,6,0,1,-21.5287,-41.3411,12.3
2019/05/25 15:54:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,6,0,1,-21.5327,-41.3356,8.1
2019/05/25 15:54:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,6,0,1,-21.5332,-41.3405,6.4
2019/05/25 15:54:00,NPP-375,Brasil,RIO DE JANEIRO,PIRAI,Mata Atlantica,5,2.3,0.8,-22.5425,-43.8598,0.4
2019/05/23 16:30:00,NPP-375,Brasil,RIO DE JANEIRO,PETROPOLIS,Mata Atlantica,5,0,0.9,-22.3098,-43.1837,2.8
2019/05/26 15:36:00,NPP-375,Brasil,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,Mata Atlantica,7,0,1,-21.3891,-41.1129,15.5
2019/05/26 15:36:00,NPP-375,Brasil,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,Mata Atlantica,7,0,1,-21.3906,-41.1097,9.8
2019/05/26 15:36:00,NPP-375,Brasil,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,Mata Atlantica,7,0,1,-21.3910,-41.1144,10.1
2019/05/27 16:54:00,NPP-375,Brasil,RIO DE JANEIRO,TRES RIOS,Mata Atlantica,2,0,1,-22.0975,-43.2015,5.1
2019/05/27 16:54:00,NPP-375,Brasil,RIO DE JANEIRO,TRES RIOS,Mata Atlantica,2,0,1,-22.0979,-43.2004,3.9
2019/05/27 16:54:00,NPP-375,Brasil,RIO DE JANEIRO,PATY DO ALFERES,Mata Atlantica,2,0,1,-22.3073,-43.3457,3.3
2019/05/27 16:54:00,NPP-375,Brasil,RIO DE JANEIRO,CACHOEIRAS DE MACACU,Mata Atlantica,2,0,0.8,-22.5299,-42.7003,2.8
2019/05/27 16:54:00,NPP-375,Brasil,RIO DE JANEIRO,ITAGUAI,Mata Atlantica,2,0,0.4,-22.8815,-43.7937,2.8
2019/05/26 15:36:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,7,0,1,-21.8474,-41.3515,4.7
2019/05/30 16:00:00,NPP-375,Brasil,RIO DE JANEIRO,CAMBUCI,Mata Atlantica,10,0,1,-21.6268,-42.0333,4.8
2019/05/29 03:48:00,NPP-375,Brasil,RIO DE JANEIRO,PETROPOLIS,Mata Atlantica,4,0,1,-22.2702,-43.0782,1
2019/06/02 16:42:00,NPP-375,Brasil,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,Mata Atlantica,15,0,1,-21.3472,-41.1151,26.6
2019/06/02 16:42:00,NPP-375,Brasil,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,Mata Atlantica,14,0,1,-21.3513,-41.1142,26.6
2019/05/28 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,CAMBUCI,Mata Atlantica,7,0,0.8,-21.4911,-41.9754,11.7
2019/05/28 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,CAMBUCI,Mata Atlantica,7,0,1,-21.4947,-41.9747,6.6
2019/05/28 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,CAMBUCI,Mata Atlantica,8,0,1,-21.6211,-42.0147,13
2019/05/28 16:36:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,8,0,1,-21.8604,-41.3382,9.9
2019/06/01 17:00:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,13,0,1,-21.9213,-41.2004,3.3
2019/06/01 17:00:00,NPP-375,Brasil,RIO DE JANEIRO,SUMIDOURO,Mata Atlantica,7,0,0.8,-22.1668,-42.6822,4.1
2019/06/01 17:00:00,NPP-375,Brasil,RIO DE JANEIRO,TRAJANO DE MORAES,Mata Atlantica,11,0,0.9,-22.1755,-42.1447,3.7
2019/06/01 17:00:00,NPP-375,Brasil,RIO DE JANEIRO,RIO DAS FLORES,Mata Atlantica,7,0,1,-22.2306,-43.4238,3.7
2019/06/01 17:00:00,NPP-375,Brasil,RIO DE JANEIRO,NOVA IGUACU,Mata Atlantica,4,6.2,0.2,-22.7996,-43.5418,5.9
2019/06/01 15:24:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,13,0,1,-21.6099,-41.2452,10.3
2019/06/01 15:24:00,NPP-375,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlantica,13,0,1,-21.6182,-41.2445,12.5
2019/06/03 16:24:00,NPP-375,Brasil,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,Mata Atlantica,14,1.2,1,-21.3109,-41.2220,13.2
